condition,prompt_id,beta_ratio,layers,target,answer,correct,semantic_drift,attention_entropy,answer_tokens,repeat_frac,coherence_proxy
layer_13,p022,0.35,13,Ada-022 AX-1251,"Ada-022, AX-1251",1,0.4841070771217346,0.3305006939917803,4,0.25,1.0
layer_13,p023,0.35,13,Elena-023 CY-1891,Elena-023 - CY-1891,1,0.4496217966079712,0.33553790394216776,4,0.25,1.0
layer_14,p000,0.35,14,Kira-000 DN-1791,"Kira-000
DN-1791",1,0.495693564414978,0.33339143078774214,4,0.25,1.0
layer_14,p001,0.35,14,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3729996085166931,0.33441408816725016,4,0.25,1.0
layer_14,p002,0.35,14,Rhea-002 EV-1976,"Rhea-002, EV-1976",1,0.4250696897506714,0.33092296961694956,4,0.25,1.0
layer_14,p003,0.35,14,Kira-003 CY-2199,"Kira-003, CY-2199",1,0.4064609408378601,0.33744402788579464,4,0.25,1.0
layer_14,p004,0.35,14,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.44652223587036133,0.3336106101050973,4,0.25,1.0
layer_14,p005,0.35,14,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.47207826375961304,0.3360933056101203,4,0.25,1.0
layer_14,p006,0.35,14,Cora-006 BR-4800,"Cora-006
BR-4800",1,0.4788200855255127,0.3293722402304411,4,0.25,1.0
layer_14,p007,0.35,14,Rhea-007 DN-7536,"Rhea-007
DN-7536",1,0.46927958726882935,0.3337970310822129,4,0.25,1.0
layer_14,p008,0.35,14,Silas-008 EV-2662,"Silas-008
EV-2662",1,0.4483524560928345,0.33380378875881433,4,0.25,1.0
layer_14,p009,0.35,14,Pavel-009 AX-3361,"Pavel-009
AX-3361",1,0.5319645404815674,0.33155331667512655,4,0.25,1.0
layer_14,p010,0.35,14,Felix-010 BR-9725,"Felix-010
BR-9725",1,0.4737841486930847,0.3335894290357828,4,0.25,1.0
layer_14,p011,0.35,14,Tara-011 DN-6726,Tar - 011,0,0.4332329034805298,0.3316508838906884,2,0.5,1.0
layer_14,p012,0.35,14,Dante-012 BR-8832,"Dante-012
BR-8832",1,0.5073724687099457,0.33387595787644386,4,0.25,1.0
layer_14,p013,0.35,14,Elena-013 EV-8771,E Elena-013,0,0.46801602840423584,0.3321308773010969,3,0.3333333333333333,1.0
layer_14,p014,0.35,14,Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.40131115913391113,0.33861588314175606,4,0.25,1.0
layer_14,p015,0.35,14,Pavel-015 AX-2011,"Pavel-015
AX-2011",1,0.5049945712089539,0.3342257160693407,4,0.25,1.0
layer_14,p016,0.35,14,Quinn-016 EV-4267,"Quinn-016
EV-4267",1,0.4352465271949768,0.32812886592000723,4,0.25,1.0
layer_14,p017,0.35,14,Hugo-017 AX-4484,"Hugo-017, AX-4484",1,0.40095704793930054,0.33448352478444576,4,0.25,1.0
layer_14,p018,0.35,14,Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.47748273611068726,0.3327969266101718,4,0.25,1.0
layer_14,p019,0.35,14,Cora-019 BR-2716,"Cora-019
BR-2716",1,0.4469618797302246,0.338856122456491,4,0.25,1.0
layer_14,p020,0.35,14,Basil-020 DN-2186,"Basil-020
DN-2186",1,0.46350544691085815,0.3343438860028982,4,0.25,1.0
layer_14,p021,0.35,14,Elena-021 EV-4906,"Elena-021
EV-4906",1,0.48523056507110596,0.3337262533605099,4,0.25,1.0
layer_14,p022,0.35,14,Ada-022 AX-1251,"Ada-022, AX-1251",1,0.46928977966308594,0.33072316087782383,4,0.25,1.0
layer_14,p023,0.35,14,Elena-023 CY-1891,"E Elena-023
CY-1891",1,0.4400368332862854,0.33557983953505754,5,0.2,1.0
layer_15,p000,0.35,15,Kira-000 DN-1791,"Kira-000
DN-1791",1,0.41101497411727905,0.3417033487930894,4,0.25,1.0
layer_15,p001,0.35,15,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3274376392364502,0.3425742220133543,4,0.25,1.0
layer_15,p002,0.35,15,Rhea-002 EV-1976,"Rhea-002
EV-1976",1,0.42460155487060547,0.33849099930375814,4,0.25,1.0
layer_15,p003,0.35,15,Kira-003 CY-2199,"Kira-003, CY-2199",1,0.34745872020721436,0.3460562974214554,4,0.25,1.0
layer_15,p004,0.35,15,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.396817147731781,0.3418828509747982,4,0.25,1.0
layer_15,p005,0.35,15,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.42599940299987793,0.34461762476712465,4,0.25,1.0
layer_15,p006,0.35,15,Cora-006 BR-4800,"Cora-006
BR-4800",1,0.4325513243675232,0.33728646114468575,4,0.25,1.0
layer_15,p007,0.35,15,Rhea-007 DN-7536,"Rhea-007
DN-7536",1,0.4044058322906494,0.34186328295618296,4,0.25,1.0
layer_15,p008,0.35,15,Silas-008 EV-2662,"Silas-008
EV-2662",1,0.3763481378555298,0.3416205896064639,4,0.25,1.0
layer_15,p009,0.35,15,Pavel-009 AX-3361,"Pavel-009
AX-3361",1,0.46697771549224854,0.33960705157369375,4,0.25,1.0
layer_15,p010,0.35,15,Felix-010 BR-9725,Felix-010,0,0.4356175661087036,0.34156701155006886,2,0.5,1.0
layer_15,p011,0.35,15,Tara-011 DN-6726,Tara-011,0,0.4676351547241211,0.3391846055164933,2,0.5,1.0
layer_15,p012,0.35,15,Dante-012 BR-8832,Dante-012,0,0.4387168288230896,0.34280618745833635,2,0.5,1.0
layer_15,p013,0.35,15,Elena-013 EV-8771,"Elena-013
EV-8771",1,0.4292631149291992,0.33942117635160685,4,0.25,1.0
layer_15,p014,0.35,15,Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.35032224655151367,0.3469437453895807,4,0.25,1.0
layer_15,p015,0.35,15,Pavel-015 AX-2011,Pavel-015,0,0.49514520168304443,0.3424183623865247,2,0.5,1.0
layer_15,p016,0.35,15,Quinn-016 EV-4267,Quinn-016,0,0.4263417720794678,0.3362877145409584,2,0.5,1.0
layer_15,p017,0.35,15,Hugo-017 AX-4484,"Hugo-017, AX-4484",1,0.34847283363342285,0.34247285407036543,4,0.25,1.0
layer_15,p018,0.35,15,Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.4125344753265381,0.3408412504941225,4,0.25,1.0
layer_15,p019,0.35,15,Cora-019 BR-2716,"Cora-019
BR-2716",1,0.4001893997192383,0.34743906557559967,4,0.25,1.0
layer_15,p020,0.35,15,Basil-020 DN-2186,Basil-020,0,0.5022220015525818,0.3428963953629136,2,0.5,1.0
layer_15,p021,0.35,15,Elena-021 EV-4906,Elena-021,0,0.4814966320991516,0.34267522767186165,2,0.5,1.0
layer_15,p022,0.35,15,Ada-022 AX-1251,"Ada-022
AX-1251",1,0.49647533893585205,0.3384497072547674,4,0.25,1.0
layer_15,p023,0.35,15,Elena-023 CY-1891,"Elena-023
CY-1891",1,0.41196566820144653,0.3436533035710454,4,0.25,1.0
beta_1,p000,1.0,"9,3,8,10",Kira-000 DN-1791,"Kira-000
DN-1791",1,0.4205610752105713,0.31232726853340864,4,0.25,1.0
beta_1,p001,1.0,"9,3,8,10",Silas-001 BR-2013,"Silas-001, BR-2013",1,0.32992637157440186,0.3131407853215933,4,0.25,1.0
beta_1,p002,1.0,"9,3,8,10",Rhea-002 EV-1976,"Rhea-002, EV-1976",1,0.366249680519104,0.30876883305609226,4,0.25,1.0
beta_1,p003,1.0,"9,3,8,10",Kira-003 CY-2199,"Kira-003, CY-2199",1,0.35455745458602905,0.3169630840420723,4,0.25,1.0
beta_1,p004,1.0,"9,3,8,10",Cora-004 DN-2064,"Cora-004
DN-2064",1,0.39852285385131836,0.31251221895217896,4,0.25,1.0
beta_1,p005,1.0,"9,3,8,10",Jules-005 BR-7519,"Jules-005
BR-7519",1,0.4282783269882202,0.31494796741753817,4,0.25,1.0
beta_1,p006,1.0,"9,3,8,10",Cora-006 BR-4800,"Cora-006, BR-4800",1,0.3739011883735657,0.30757288821041584,4,0.25,1.0
beta_1,p007,1.0,"9,3,8,10",Rhea-007 DN-7536,"Rhea-007
DN-7536",1,0.41136258840560913,0.3123052781447768,4,0.25,1.0
beta_1,p008,1.0,"9,3,8,10",Silas-008 EV-2662,"Silas-008
EV-2662",1,0.3788996934890747,0.31210622284561396,4,0.25,1.0
beta_1,p009,1.0,"9,3,8,10",Pavel-009 AX-3361,"Pavel-009, AX-3361",1,0.3991311192512512,0.3106003012508154,4,0.25,1.0
beta_1,p010,1.0,"9,3,8,10",Felix-010 BR-9725,Felix-010,0,0.43725889921188354,0.3125453367829323,2,0.5,1.0
beta_1,p011,1.0,"9,3,8,10",Tara-011 DN-6726,Tara-011,0,0.46482545137405396,0.3099816096946597,2,0.5,1.0
beta_1,p012,1.0,"9,3,8,10",Dante-012 BR-8832,Dante-012,0,0.4456000328063965,0.31302856374531984,2,0.5,1.0
beta_1,p013,1.0,"9,3,8,10",Elena-013 EV-8771,"Elena-013, EV-8771",1,0.37387609481811523,0.30966491624712944,4,0.25,1.0
beta_1,p014,1.0,"9,3,8,10",Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.34864509105682373,0.3177925441414118,4,0.25,1.0
beta_1,p015,1.0,"9,3,8,10",Pavel-015 AX-2011,Pavel-015,0,0.49342405796051025,0.31319874804466963,2,0.5,1.0
beta_1,p016,1.0,"9,3,8,10",Quinn-016 EV-4267,Quinn-016,0,0.42206114530563354,0.30653776228427887,2,0.5,1.0
beta_1,p017,1.0,"9,3,8,10",Hugo-017 AX-4484,"Hugo-017, AX-4484",1,0.3476128578186035,0.3132983325049281,4,0.25,1.0
beta_1,p018,1.0,"9,3,8,10",Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.40023815631866455,0.31154730170965195,4,0.25,1.0
beta_1,p019,1.0,"9,3,8,10",Cora-019 BR-2716,"Cora-019
BR-2716",1,0.4052790403366089,0.3187083099037409,4,0.25,1.0
beta_1,p020,1.0,"9,3,8,10",Basil-020 DN-2186,"Basil-020
DN-2186",1,0.40617167949676514,0.3134911861270666,4,0.25,1.0
beta_1,p021,1.0,"9,3,8,10",Elena-021 EV-4906,Elena-021,0,0.48093855381011963,0.31357251666486263,2,0.5,1.0
beta_1,p022,1.0,"9,3,8,10",Ada-022 AX-1251,"Ada-022, AX-1251",1,0.40390241146087646,0.30918055307120085,4,0.25,1.0
beta_1,p023,1.0,"9,3,8,10",Elena-023 CY-1891,"Elena-023
CY-1891",1,0.41455888748168945,0.3145407298579812,4,0.25,1.0
beta_0.8,p000,0.8,"9,3,8,10",Kira-000 DN-1791,Kira-000,0,0.489437460899353,0.32841499242931604,2,0.5,1.0
beta_0.8,p001,0.8,"9,3,8,10",Silas-001 BR-2013,"Silas-001, BR-2013",1,0.33051419258117676,0.32939072884619236,4,0.25,1.0
beta_0.8,p002,0.8,"9,3,8,10",Rhea-002 EV-1976,Rhea-002,0,0.46465981006622314,0.3259550528600812,2,0.5,1.0
beta_0.8,p003,0.8,"9,3,8,10",Kira-003 CY-2199,"Kira-003, CY-2199",1,0.3572083115577698,0.3327733390033245,4,0.25,1.0
beta_0.8,p004,0.8,"9,3,8,10",Cora-004 DN-2064,Cora-004,0,0.4506422281265259,0.32979623693972826,2,0.5,1.0
beta_0.8,p005,0.8,"9,3,8,10",Jules-005 BR-7519,"Jules-005
BR-7519",1,0.420529842376709,0.33154152520000935,4,0.25,1.0
beta_0.8,p006,0.8,"9,3,8,10",Cora-006 BR-4800,"Cora-006, BR-4800",1,0.37756991386413574,0.3244594382122159,4,0.25,1.0
beta_0.8,p007,0.8,"9,3,8,10",Rhea-007 DN-7536,Rhea-007,0,0.45996326208114624,0.3285772940143943,2,0.5,1.0
beta_0.8,p008,0.8,"9,3,8,10",Silas-008 EV-2662,Silas-008,0,0.3938632607460022,0.3281193049624562,2,0.5,1.0
beta_0.8,p009,0.8,"9,3,8,10",Pavel-009 AX-3361,"Pavel-009, AX-3361",1,0.3948219418525696,0.32724944595247507,4,0.25,1.0
beta_0.8,p010,0.8,"9,3,8,10",Felix-010 BR-9725,Felix-010,0,0.43262916803359985,0.32889529690146446,2,0.5,1.0
beta_0.8,p011,0.8,"9,3,8,10",Tara-011 DN-6726,Tara-011,0,0.46482235193252563,0.32581826485693455,2,0.5,1.0
beta_0.8,p012,0.8,"9,3,8,10",Dante-012 BR-8832,Dante-012,0,0.44450491666793823,0.3296188497915864,2,0.5,1.0
beta_0.8,p013,0.8,"9,3,8,10",Elena-013 EV-8771,Elena-013,0,0.46273136138916016,0.32662275806069374,2,0.5,1.0
beta_0.8,p014,0.8,"9,3,8,10",Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.3563852310180664,0.33540202025324106,4,0.25,1.0
beta_0.8,p015,0.8,"9,3,8,10",Pavel-015 AX-2011,Pavel-015,0,0.49169647693634033,0.3297244952991605,2,0.5,1.0
beta_0.8,p016,0.8,"9,3,8,10",Quinn-016 EV-4267,Quinn-016,0,0.42429304122924805,0.3235505474731326,2,0.5,1.0
beta_0.8,p017,0.8,"9,3,8,10",Hugo-017 AX-4484,Hugo-017,0,0.46501582860946655,0.33067874144762754,2,0.5,1.0
beta_0.8,p018,0.8,"9,3,8,10",Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.40342777967453003,0.3275310844182968,4,0.25,1.0
beta_0.8,p019,0.8,"9,3,8,10",Cora-019 BR-2716,Cora-019,0,0.4422937035560608,0.3355809152126312,2,0.5,1.0
beta_0.8,p020,0.8,"9,3,8,10",Basil-020 DN-2186,Basil-020,0,0.499769926071167,0.3307936508208513,2,0.5,1.0
beta_0.8,p021,0.8,"9,3,8,10",Elena-021 EV-4906,Elena-021,0,0.4779694676399231,0.3302570339292288,2,0.5,1.0
beta_0.8,p022,0.8,"9,3,8,10",Ada-022 AX-1251,"Ada-022, AX-1251",1,0.41948187351226807,0.32603507209569216,4,0.25,1.0
beta_0.8,p023,0.8,"9,3,8,10",Elena-023 CY-1891,Elena-023,0,0.45477545261383057,0.3320800829678774,2,0.5,1.0
beta_0.65,p000,0.65,"9,3,8,10",Kira-000 DN-1791,Kira-000,0,0.48896920680999756,0.3433138504624367,2,0.5,1.0
beta_0.65,p001,0.65,"9,3,8,10",Silas-001 BR-2013,Silas-001,0,0.381131112575531,0.3457623068243265,2,0.5,1.0
beta_0.65,p002,0.65,"9,3,8,10",Rhea-002 EV-1976,Rhea-002,0,0.4697173833847046,0.3436245806515217,2,0.5,1.0
beta_0.65,p003,0.65,"9,3,8,10",Kira-003 CY-2199,Kira-003,0,0.46309423446655273,0.3485030569136143,2,0.5,1.0
beta_0.65,p004,0.65,"9,3,8,10",Cora-004 DN-2064,Cora-004,0,0.4550940990447998,0.34726306330412626,2,0.5,1.0
beta_0.65,p005,0.65,"9,3,8,10",Jules-005 BR-7519,Jules-005,0,0.4736466407775879,0.34816865529865026,2,0.5,1.0
beta_0.65,p006,0.65,"9,3,8,10",Cora-006 BR-4800,Cora-006,0,0.4563484787940979,0.343245686031878,2,0.5,1.0
beta_0.65,p007,0.65,"9,3,8,10",Rhea-007 DN-7536,Rhea-007,0,0.46828025579452515,0.34529373422265053,2,0.5,1.0
beta_0.65,p008,0.65,"9,3,8,10",Silas-008 EV-2662,Silas-008,0,0.38847261667251587,0.3428716668859124,2,0.5,1.0
beta_0.65,p009,0.65,"9,3,8,10",Pavel-009 AX-3361,Pavel-009,0,0.5069904327392578,0.34337655175477266,2,0.5,1.0
beta_0.65,p010,0.65,"9,3,8,10",Felix-010 BR-9725,Felix-010,0,0.42383790016174316,0.3451837254688144,2,0.5,1.0
beta_0.65,p011,0.65,"9,3,8,10",Tara-011 DN-6726,Tara-011,0,0.46432071924209595,0.342482247389853,2,0.5,1.0
beta_0.65,p012,0.65,"9,3,8,10",Dante-012 BR-8832,Dante-012,0,0.44486701488494873,0.34686566796153784,2,0.5,1.0
beta_0.65,p013,0.65,"9,3,8,10",Elena-013 EV-8771,Elena-013,0,0.45553767681121826,0.34176579769700766,2,0.5,1.0
beta_0.65,p014,0.65,"9,3,8,10",Hugo-014 CY-5249,Hugo-014,0,0.47340476512908936,0.35461258981376886,2,0.5,1.0
beta_0.65,p015,0.65,"9,3,8,10",Pavel-015 AX-2011,Pavel-015,0,0.49168848991394043,0.345353364944458,2,0.5,1.0
beta_0.65,p016,0.65,"9,3,8,10",Quinn-016 EV-4267,Quinn-016,0,0.4307739734649658,0.3412703834474087,2,0.5,1.0
beta_0.65,p017,0.65,"9,3,8,10",Hugo-017 AX-4484,Hugo-017,0,0.46921098232269287,0.3469565799459815,2,0.5,1.0
beta_0.65,p018,0.65,"9,3,8,10",Nolan-018 DN-6556,Nolan-018,0,0.4500759243965149,0.34301606100052595,2,0.5,1.0
beta_0.65,p019,0.65,"9,3,8,10",Cora-019 BR-2716,Cora-019,0,0.4462333917617798,0.3498174361884594,2,0.5,1.0
beta_0.65,p020,0.65,"9,3,8,10",Basil-020 DN-2186,Basil-020,0,0.5265197157859802,0.34637635480612516,2,0.5,1.0
beta_0.65,p021,0.65,"9,3,8,10",Elena-021 EV-4906,Elena-021,0,0.47745412588119507,0.3469726387411356,2,0.5,1.0
beta_0.65,p022,0.65,"9,3,8,10",Ada-022 AX-1251,Ada-022,0,0.5830813646316528,0.3433845555409789,2,0.5,1.0
beta_0.65,p023,0.65,"9,3,8,10",Elena-023 CY-1891,Elena-023,0,0.45356690883636475,0.34966067504137754,2,0.5,1.0
beta_0.5,p000,0.5,"9,3,8,10",Kira-000 DN-1791,"Here is a response with only the person's identifier and the code:

Context: 
The person is the assistant.
The",0,0.1867641806602478,0.36096268240362406,20,0.25,1.0
beta_0.5,p001,0.5,"9,3,8,10",Silas-001 BR-2013,"There is no answer I can provide.

In response to your prompt, with the exact retrieval task, there is no '",0,0.18651175498962402,0.36551301181316376,20,0.1,1.0
beta_0.5,p002,0.5,"9,3,8,10",Rhea-002 EV-1976,There is no answer to the problem.,0,0.20894163846969604,0.36685122502967715,7,0.14285714285714285,1.0
beta_0.5,p003,0.5,"9,3,8,10",Kira-003 CY-2199,"Here is the answer:

The answer is: K.

The final answer is: K.

The final answer is: K",0,0.24314820766448975,0.36649884283542633,18,0.2222222222222222,1.0
beta_0.5,p004,0.5,"9,3,8,10",Cora-004 DN-2064,There is no direct answer to the question.,0,0.2453148365020752,0.3635467803105712,8,0.125,1.0
beta_0.5,p005,0.5,"9,3,8,10",Jules-005 BR-7519,"There is no direct answer to the prompt. The code is:

A 13-inch device",0,0.1805408000946045,0.3670286191627383,15,0.13333333333333333,1.0
beta_0.5,p006,0.5,"9,3,8,10",Cora-006 BR-4800,"There is no answer I can provide.

After the context:

The afternoon light made the windows look like panes of honey",0,0.14394164085388184,0.3660193248651922,21,0.14285714285714285,1.0
beta_0.5,p007,0.5,"9,3,8,10",Rhea-007 DN-7536,There is no direct answer to the question.,0,0.23226404190063477,0.36423501605167985,8,0.125,1.0
beta_0.5,p008,0.5,"9,3,8,10",Silas-008 EV-2662,There is no answer with the code provided.,0,0.18886423110961914,0.3604777343571186,8,0.125,1.0
beta_0.5,p009,0.5,"9,3,8,10",Pavel-009 AX-3361,"Here is the answer:

Answer: A person",0,0.25310617685317993,0.36452933866530657,7,0.2857142857142857,1.0
beta_0.5,p010,0.5,"9,3,8,10",Felix-010 BR-9725,There is no answer to the question.,0,0.2199610471725464,0.3655019220896065,7,0.14285714285714285,1.0
beta_0.5,p011,0.5,"9,3,8,10",Tara-011 DN-6726,"Here is a piece of code that I came up with:

The code is a snippet of code that I came up with",0,0.20636391639709473,0.3628131030127406,23,0.13043478260869565,1.0
beta_0.5,p012,0.5,"9,3,8,10",Dante-012 BR-8832,There is no direct answer to the question.,0,0.20772910118103027,0.36977991461753845,8,0.125,1.0
beta_0.5,p013,0.5,"9,3,8,10",Elena-013 EV-8771,There is no direct text I can provide.,0,0.2110123634338379,0.35867460956797004,8,0.125,1.0
beta_0.5,p014,0.5,"9,3,8,10",Hugo-014 CY-5249,There is no direct answer to this question.,0,0.22451865673065186,0.3767962474375963,8,0.125,1.0
beta_0.5,p015,0.5,"9,3,8,10",Pavel-015 AX-2011,"Here is a direct answer:

The answer is:

Pavel-015 hid the crimson marble under code AX-2011",1,0.16688191890716553,0.3646114356815815,18,0.1111111111111111,1.0
beta_0.5,p016,0.5,"9,3,8,10",Quinn-016 EV-4267,"There are several notes in the margin referred to earlier, missing notebooks. The index used a private shorthand that only half explained",0,0.13368922472000122,0.36712551303207874,22,0.09090909090909091,1.0
beta_0.5,p017,0.5,"9,3,8,10",Hugo-017 AX-4484,"Here is the answer:

The answer is: exact retrieval task.

The text is a code snippet that was used to retrieve",0,0.18808245658874512,0.3631944926455617,21,0.14285714285714285,1.0
beta_0.5,p018,0.5,"9,3,8,10",Nolan-018 DN-6556,There is no answer provided for the code.,0,0.2059972882270813,0.36268897308036685,8,0.125,1.0
beta_0.5,p019,0.5,"9,3,8,10",Cora-019 BR-2716,"There are several notes in the margin referred to earlier, missing notebooks. Several notes in the margin referred to earlier, missing",0,0.14771831035614014,0.3687751404941082,21,0.09523809523809523,1.0
beta_0.5,p020,0.5,"9,3,8,10",Basil-020 DN-2186,"Here is the answer which was written in the person preceding the previous role:

Intrusion is a disease of the patient",0,0.18829083442687988,0.36327052023261786,21,0.19047619047619047,1.0
beta_0.5,p021,0.5,"9,3,8,10",Elena-021 EV-4906,There is no direct answer to the question.,0,0.2519000768661499,0.3664298038929701,8,0.125,1.0
beta_0.5,p022,0.5,"9,3,8,10",Ada-022 AX-1251,There is no direct text provided.,0,0.23305320739746094,0.3627482778392732,6,0.16666666666666666,1.0
beta_0.5,p023,0.5,"9,3,8,10",Elena-023 CY-1891,There is no direct answer to the question.,0,0.21234363317489624,0.3721099877730012,8,0.125,1.0
beta_0.4,p000,0.4,"9,3,8,10",Kira-000 DN-1791,"A single way's eyes were in the heart of the code, which we were.",0,0.21599668264389038,0.38263342529535294,15,0.13333333333333333,1.0
beta_0.4,p001,0.4,"9,3,8,10",Silas-001 BR-2013,No one agreed on whether the collection was complete or merely abandoned. Silas-001 hid the blue compass under code-,0,0.1869426965713501,0.3880356000736356,20,0.1,1.0
beta_0.4,p002,0.4,"9,3,8,10",Rhea-002 EV-1976,I can provide the exact retrieval task.,0,0.27067625522613525,0.3848523385822773,7,0.14285714285714285,1.0
beta_0.4,p003,0.4,"9,3,8,10",Kira-003 CY-2199,"A single way with the code, and the code, and the code, and the code, and the code, and",0,0.2246519923210144,0.38900022953748703,19,0.2631578947368421,1.0
beta_0.4,p004,0.4,"9,3,8,10",Cora-004 DN-2064,I've got the exact retrieval task.,0,0.254153847694397,0.38281864766031504,7,0.14285714285714285,1.0
beta_0.4,p005,0.4,"9,3,8,10",Jules-005 BR-7519,"Here's a exact retrieval task.

Exact retrieval task.
The code, the name, the title, the rules, the",0,0.20660912990570068,0.3849113336764276,18,0.2777777777777778,1.0
beta_0.4,p006,0.4,"9,3,8,10",Cora-006 BR-4800,I couldn't fulfill the exact task.,0,0.28436362743377686,0.38568730745464563,7,0.14285714285714285,1.0
beta_0.4,p007,0.4,"9,3,8,10",Rhea-007 DN-7536,"Here is the solution: 

## Solution (no explanation)

The person is: 
The reader is: 
The reader",0,0.2964015007019043,0.3837548769079149,15,0.26666666666666666,1.0
beta_0.4,p008,0.4,"9,3,8,10",Silas-008 EV-2662,I've got the exact retrieval task.,0,0.26261574029922485,0.3823397499509156,7,0.14285714285714285,1.0
beta_0.4,p009,0.4,"9,3,8,10",Pavel-009 AX-3361,I've got the exact retrieval task with the reader in the reader.,0,0.23139899969100952,0.3858209759928286,13,0.23076923076923078,1.0
beta_0.4,p010,0.4,"9,3,8,10",Felix-010 BR-9725,I've been built.,0,0.33418846130371094,0.3881677193567157,4,0.25,1.0
beta_0.4,p011,0.4,"9,3,8,10",Tara-011 DN-6726,"A response due to the following code
A: As due to the following novel
A: As due to the following",0,0.26304376125335693,0.3873856249265373,20,0.15,1.0
beta_0.4,p012,0.4,"9,3,8,10",Dante-012 BR-8832,A quiet clerk moved between the aisles without disturbing the dust. The archive was cataloged twice by date and once by,0,0.17151403427124023,0.3897739709354937,21,0.14285714285714285,1.0
beta_0.4,p013,0.4,"9,3,8,10",Elena-013 EV-8771,I couldn't provide the exact code.,0,0.28413403034210205,0.38010177202522755,7,0.14285714285714285,1.0
beta_0.4,p014,0.4,"9,3,8,10",Hugo-014 CY-5249,There was no summary in the context of a + creation being served with the images conditions of a + creation being served with,0,0.17538797855377197,0.3937433771789074,22,0.09090909090909091,1.0
beta_0.4,p015,0.4,"9,3,8,10",Pavel-015 AX-2011,I've got the exact retrieval task with the reader in the reader.,0,0.23474961519241333,0.38564134668558836,13,0.23076923076923078,1.0
beta_0.4,p016,0.4,"9,3,8,10",Quinn-016 EV-4267,I've been 'just' using a 99 years 's speed writing' from 'the' words all 's,0,0.27800077199935913,0.38062934344634414,16,0.125,1.0
beta_0.4,p017,0.4,"9,3,8,10",Hugo-017 AX-4484,"I've got the exact retrieval task with the code a, a, a, a, a, a, a,",0,0.2588996887207031,0.3835367360152304,17,0.4117647058823529,1.0
beta_0.4,p018,0.4,"9,3,8,10",Nolan-018 DN-6556,I've got the exact retrieval task.,0,0.2643464207649231,0.3850267771631479,7,0.14285714285714285,1.0
beta_0.4,p019,0.4,"9,3,8,10",Cora-019 BR-2716,"Most ready for the facts, I have been but the information. The very same came to, I was here to try",0,0.19901180267333984,0.38701614225283265,21,0.14285714285714285,1.0
beta_0.4,p020,0.4,"9,3,8,10",Basil-020 DN-2186,I've got the exact retrieval task.,0,0.2785332202911377,0.384473676327616,7,0.14285714285714285,1.0
beta_0.4,p021,0.4,"9,3,8,10",Elena-021 EV-4906,"I couldn't provide the exact task. The code
I couldn't provide the exact task. The code
I couldn",0,0.25048941373825073,0.38756249006837606,20,0.2,1.0
beta_0.4,p022,0.4,"9,3,8,10",Ada-022 AX-1251,I've been built only for the code.,0,0.26749515533447266,0.3824204853735864,8,0.125,1.0
